@relation ASS2009
@attribute skill_ID numeric
@attribute skill_mastery numeric
@attribute ability_profile numeric
@attribute problem_difficulty numeric
@attribute correctness {1,0}
@data
50,0.976654,2,1,1
50,0.98935,2,2,1
50,0.995173,2,0,1
50,0.997818,2,1,1
50,0.999015,1,6,1
57,0.735278,1,4,1
57,0.734986,1,2,1
50,0.999556,1,9,0
2,0.417943,1,5,0
47,0.88783,1,2,0
46,0.903636,1,2,0
46,0.117583,1,5,1
56,0.836384,1,1,1
46,0.289723,1,2,1
38,0.886523,1,2,0
46,0.504235,1,1,1
38,0.123891,1,2,0
38,0.101425,1,2,1
46,0.703112,1,3,0
80,0.47797,1,2,1
81,0.491768,1,4,1
38,0.225572,1,1,1
38,0.364708,1,2,1
38,0.505535,1,2,1
38,0.634108,2,1,1
33,0.906163,2,4,0
33,0.122244,2,4,1
33,0.269994,2,2,1
33,0.443267,2,4,1
33,0.613076,2,5,1
31,0.963718,2,5,0
31,0.914611,2,1,1
31,0.944752,2,3,1
31,0.964664,2,1,1
31,0.97757,2,2,1
31,0.985831,2,5,0
43,0.105776,2,4,0
8,0.539725,0,2,1
8,0.572446,0,3,0
8,0.474225,0,1,1
8,0.507408,0,3,1
8,0.540496,0,3,1
2,0.417943,0,3,1
2,0.563463,0,3,0
2,0.207932,0,1,1
2,0.320901,0,3,1
2,0.459395,0,3,0
7,0.671739,0,1,0
7,0.452388,0,1,1
7,0.56893,0,0,1
7,0.678245,0,1,1
7,0.770965,0,1,1
7,0.843131,0,1,1
49,0.385714,0,3,0
49,0.10213,0,0,1
49,0.267207,0,0,1
98,0.561086,0,4,1
98,0.746693,2,4,1
98,0.869291,2,2,1
98,0.936963,2,2,1
28,0.683908,2,4,0
28,0.685303,2,0,1
37,0.606742,2,1,1
38,0.695431,2,5,1
80,0.694021,2,3,1
46,0.646967,2,2,1
46,0.806842,2,2,1
80,0.837221,2,4,1
80,0.92013,2,4,0
2,0.14761,2,4,0
2,0.03483,2,5,0
2,0.008244,2,6,0
2,0.002678,2,2,0
2,0.001543,2,3,0
2,0.001312,2,4,0
2,0.001266,2,2,0
2,0.001256,2,5,0
97,0.104548,0,2,0
97,0.101175,0,7,0
97,0.101169,0,9,0
97,0.101169,0,5,0
97,0.101169,0,5,0
97,0.101169,0,9,0
97,0.101169,0,6,1
97,0.29788,0,7,0
33,0.694888,0,3,0
33,0.106102,0,1,1
33,0.249144,0,2,1
8,0.506631,0,4,0
8,0.408985,0,3,0
8,0.318179,0,1,1
8,0.347868,0,2,1
8,0.378734,0,2,1
8,0.410564,0,4,0
8,0.319594,0,6,0
2,0.417943,0,1,1
6,0.584071,0,8,0
7,0.671739,2,6,0
7,0.452388,2,4,1
7,0.56893,2,1,1
7,0.678245,2,5,0
8,0.240742,2,2,1
8,0.266198,2,2,1
50,0.621212,2,5,0
50,0.103945,2,3,0
33,0.42058,2,1,1
81,0.552147,2,5,1
33,0.106102,0,5,0
33,0.101267,0,2,0
33,0.101254,0,2,1
33,0.2428,0,2,1
33,0.413569,0,0,1
34,0.789386,0,4,0
34,0.109366,0,5,0
34,0.101277,0,3,0
34,0.101254,0,2,1
34,0.2428,0,1,1
34,0.413569,0,1,1
34,0.586144,0,2,1
34,0.731979,0,1,1
33,0.586144,0,5,1
2,0.417943,0,4,1
2,0.563463,0,5,1
2,0.698747,0,4,1
31,0.602689,0,7,0
31,0.379898,0,1,1
31,0.494699,0,1,1
31,0.609972,2,3,1
31,0.714093,2,5,0
31,0.50201,2,6,0
31,0.289503,2,4,1
31,0.394483,2,5,0
31,0.208663,2,6,0
31,0.096919,2,5,0
31,0.042397,2,6,0
31,0.018504,2,6,0
31,0.008529,2,3,1
31,0.01452,2,7,0
31,0.006894,2,6,1
31,0.011939,2,7,0
31,0.005839,2,2,1
31,0.01027,2,4,1
31,0.017263,2,3,1
31,0.028225,2,3,0
31,0.012552,2,2,1
31,0.02085,2,0,1
31,0.033812,2,3,1
31,0.053808,2,1,1
31,0.084069,2,1,1
31,0.128562,2,2,1
31,0.191276,2,3,1
31,0.274614,2,1,0
31,0.133183,2,2,1
31,0.197614,2,5,0
31,0.091161,2,1,1
31,0.138768,2,1,1
31,0.205231,2,5,0
31,0.095121,2,6,0
31,0.041582,2,7,0
31,0.018159,2,5,0
31,0.008387,2,5,0
31,0.004392,2,6,0
31,0.002772,2,1,1
31,0.005409,2,6,0
31,0.003184,2,6,1
31,0.006063,2,4,0
31,0.003449,2,3,1
31,0.006483,2,2,1
31,0.011289,2,6,1
31,0.018866,2,2,1
31,0.030724,2,1,1
31,0.049072,2,2,1
31,0.076965,2,6,0
31,0.033463,2,5,0
31,0.01474,2,6,0
31,0.006984,2,8,0
31,0.003822,2,5,1
31,0.007076,2,4,0
31,0.003859,2,7,0
31,0.002557,2,4,0
31,0.00203,2,4,0
31,0.001818,2,3,1
31,0.003893,2,5,0
31,0.00257,2,6,0
31,0.002036,2,4,0
31,0.00182,2,6,0
31,0.001733,2,1,1
31,0.003759,2,4,0
31,0.002516,2,4,1
31,0.005002,2,6,0
31,0.003019,2,1,1
31,0.005801,2,5,0
31,0.003343,2,7,0
31,0.002348,2,6,0
31,0.001946,2,2,1
31,0.004097,2,6,0
31,0.002653,2,4,0
31,0.002069,2,3,1
31,0.004293,2,6,1
31,0.007821,2,6,1
31,0.013404,2,5,0
31,0.006437,2,8,0
31,0.0036,2,6,0
31,0.002452,2,5,1
31,0.004901,2,7,1
31,0.008785,2,5,1
31,0.014924,2,4,1
31,0.024568,2,1,1
31,0.039578,2,5,0
31,0.017312,2,5,0
31,0.008039,2,1,1
31,0.013747,2,5,0
31,0.006578,2,7,0
31,0.003657,2,6,1
31,0.006814,2,4,1
31,0.011813,2,5,1
31,0.019689,2,6,1
31,0.032006,2,4,1
31,0.051039,2,4,1
31,0.07992,2,7,0
31,0.034772,2,6,1
31,0.055277,2,4,1
31,0.086265,2,7,0
31,0.037599,2,6,0
31,0.016477,2,1,1
31,0.026997,2,3,1
31,0.043332,2,6,0
31,0.0189,2,2,1
31,0.030777,2,6,1
31,0.049154,2,8,0
31,0.021378,2,8,1
31,0.034632,2,5,0
31,0.01523,2,6,0
31,0.007185,2,4,1
31,0.012398,2,5,0
31,0.006026,2,4,0
31,0.003434,2,7,0
31,0.002385,2,7,0
31,0.001961,2,3,1
31,0.004121,2,7,0
31,0.002662,2,5,0
31,0.002073,2,5,0
52,0.423592,2,5,0
52,0.424982,2,3,1
52,0.424337,2,5,1
52,0.423693,2,4,1
52,0.42305,2,4,0
52,0.42444,2,6,0
52,0.425829,2,6,0
52,0.427218,2,7,0
52,0.428606,2,7,0
52,0.429993,2,6,0
52,0.431379,2,7,0
52,0.432765,2,6,0
52,0.43415,2,8,0
52,0.435534,2,6,0
52,0.436917,2,7,1
52,0.436252,2,6,0
52,0.437635,2,4,1
49,0.385714,2,4,0
49,0.10213,2,5,1
49,0.267207,2,5,1
49,0.479474,2,4,1
48,0.234637,2,6,0
48,0.094183,2,7,0
48,0.03468,2,5,0
48,0.0129,2,8,0
48,0.005362,2,3,0
61,0.678049,2,2,1
52,0.436968,2,4,0
52,0.43835,2,6,0
52,0.439732,2,5,0
52,0.441113,2,5,0
52,0.442493,2,4,1
52,0.441819,2,6,0
52,0.443198,2,4,0
52,0.444577,2,7,0
48,0.002804,2,3,0
48,0.001942,2,6,0
48,0.001652,2,7,0
48,0.001554,2,5,0
48,0.001522,2,6,0
48,0.001511,2,5,0
48,0.001507,2,6,0
48,0.001506,2,8,0
31,0.001835,2,6,0
31,0.001739,2,5,1
31,0.003768,2,6,1
31,0.00699,2,1,1
31,0.012091,2,5,1
31,0.020126,2,5,1
52,0.445955,2,5,0
52,0.447332,2,7,0
52,0.448708,2,8,0
52,0.450083,2,8,0
52,0.451457,2,7,0
52,0.45283,2,7,0
52,0.454203,2,7,0
52,0.455574,2,7,0
48,0.001505,2,9,0
52,0.456945,2,6,0
52,0.458314,2,6,0
52,0.459683,2,5,0
52,0.46105,2,8,0
52,0.462417,2,4,0
52,0.463782,2,7,0
52,0.465147,2,8,0
52,0.46651,2,10,0
48,0.001505,2,6,0
48,0.001505,2,4,0
48,0.001505,2,8,0
48,0.001505,2,7,0
48,0.001505,2,8,0
48,0.001505,2,6,0
48,0.001505,2,7,0
52,0.467873,2,6,0
52,0.469234,2,5,0
52,0.470594,2,7,0
52,0.471953,2,4,0
52,0.473311,2,8,0
33,0.812149,0,2,1
33,0.890184,0,1,1
33,0.93789,0,4,0
33,0.133783,0,1,1
33,0.284647,0,2,1
33,0.458897,0,0,1
34,0.789386,0,1,1
34,0.875659,0,4,1
34,0.929246,0,5,0
34,0.129649,0,3,1
34,0.279421,0,5,1
34,0.453352,0,1,1
34,0.622036,0,2,1
34,0.759344,0,1,1
34,0.856042,0,3,1
2,0.417943,0,6,0
2,0.127767,0,9,0
2,0.029766,0,7,0
2,0.007165,0,4,1
2,0.013772,0,7,1
2,0.02542,2,4,1
2,0.045667,2,4,1
2,0.079997,2,5,1
31,0.602689,2,2,1
31,0.707827,2,1,1
31,0.794598,2,3,0
31,0.609499,2,7,1
31,0.713688,2,3,1
31,0.799211,2,2,1
31,0.864043,2,8,0
31,0.719377,2,6,0
31,0.50851,2,5,1
31,0.623024,2,5,1
31,0.725227,2,6,1
31,0.808227,2,6,0
31,0.629674,2,4,1
31,0.730851,2,6,0
31,0.522873,2,4,0
31,0.306936,2,6,1
31,0.41452,2,3,1
31,0.530793,2,4,1
31,0.643741,2,3,1
31,0.742641,2,8,1
31,0.821671,2,2,0
31,0.650207,2,2,1
31,0.748013,2,1,1
31,0.82578,2,2,1
31,0.883283,2,2,1
31,0.92356,2,2,1
31,0.950713,2,1,1
31,0.968548,2,6,1
31,0.980064,2,4,1
31,0.987419,2,5,0
31,0.969368,2,3,1
31,0.98059,2,6,1
31,0.987753,2,4,1
31,0.992293,2,6,1
31,0.995158,2,7,1
31,0.996962,2,6,0
31,0.992499,2,5,1
31,0.995288,1,4,1
31,0.997043,1,6,0
31,0.992699,1,6,1
31,0.995414,1,5,0
31,0.988703,1,1,1
31,0.992893,1,6,1
31,0.995537,1,1,1
52,0.423592,1,5,0
52,0.424982,1,3,1
52,0.424337,1,7,0
52,0.425726,1,6,1
52,0.42508,1,5,0
49,0.385714,1,5,1
49,0.600809,1,5,1
49,0.775313,1,4,1
61,0.678049,1,2,1
52,0.426469,1,6,1
52,0.425821,1,4,0
52,0.42721,1,6,0
33,0.812149,0,2,1
33,0.890184,0,0,1
33,0.93789,0,2,1
33,0.965556,0,0,1
2,0.417943,0,4,0
2,0.127767,0,4,1
2,0.208932,0,4,0
2,0.051694,0,5,1
2,0.090013,0,4,1
2,0.15159,0,6,0
2,0.035868,0,8,1
2,0.063516,0,3,1
2,0.10939,0,3,0
10,0.621993,0,6,0
10,0.62331,0,5,1
10,0.622748,0,4,1
12,0.673729,0,1,0
10,0.622186,0,8,0
9,0.433962,0,5,0
9,0.43551,0,2,1
31,0.602689,2,6,0
31,0.379898,2,6,0
31,0.198732,2,1,1
31,0.284152,2,5,0
31,0.138713,2,5,0
31,0.06186,2,4,1
31,0.096058,2,1,1
31,0.14577,2,8,0
31,0.065252,2,4,1
31,0.101076,2,5,1
31,0.152903,2,6,1
31,0.224299,2,6,1
31,0.316292,2,6,1
31,0.425128,2,2,0
31,0.230284,2,3,1
31,0.323692,2,3,0
31,0.162467,2,2,1
31,0.237035,2,3,1
31,0.331983,2,2,1
31,0.442699,2,1,1
31,0.559302,2,1,1
31,0.669645,2,1,1
31,0.763983,2,1,1
33,0.812149,0,2,1
33,0.890184,0,1,1
33,0.93789,0,0,1
33,0.965556,0,1,1
33,0.981112,0,2,1
34,0.789386,0,4,1
34,0.875659,0,5,1
34,0.929246,0,4,1
34,0.960624,0,10,0
34,0.1528,0,0,1
34,0.308354,0,5,1
34,0.48365,0,3,1
2,0.417943,0,5,0
2,0.127767,0,5,0
2,0.029766,0,6,1
2,0.053127,0,8,1
2,0.092379,0,8,0
2,0.021165,0,4,1
2,0.038314,0,6,1
2,0.067653,0,7,0
2,0.01546,2,5,1
2,0.028377,2,4,1
2,0.050748,2,5,1
31,0.602689,2,7,0
31,0.379898,2,3,1
31,0.494699,2,4,1
31,0.609972,2,2,1
31,0.714093,2,3,0
31,0.50201,2,3,1
31,0.616902,2,7,1
31,0.720021,2,6,1
31,0.80417,2,6,1
31,0.867665,2,6,1
31,0.912801,2,4,0
31,0.808495,2,3,1
31,0.870812,2,4,1
31,0.91498,2,7,1
31,0.944999,2,4,1
31,0.964825,2,7,1
31,0.977673,2,2,1
31,0.985897,1,3,1
31,0.991119,1,1,1
31,0.994418,1,1,1
31,0.996496,1,1,1
31,0.997802,1,1,1
31,0.998622,1,6,0
31,0.99659,1,7,1
31,0.997861,1,4,1
31,0.998659,1,1,1
31,0.99916,1,2,1
52,0.423592,1,5,1
52,0.42295,1,5,0
52,0.42434,1,5,1
52,0.423696,1,7,1
52,0.423053,1,4,1
49,0.385714,1,4,0
49,0.10213,1,5,0
49,0.101205,1,5,0
49,0.101203,1,5,1
49,0.265836,1,4,0
49,0.101652,1,4,1
49,0.2665,1,5,1
49,0.478683,1,5,0
49,0.102651,1,4,0
49,0.101206,1,5,1
48,0.234637,1,6,0
48,0.094183,1,7,0
48,0.03468,1,6,0
48,0.0129,1,6,0
48,0.005362,1,6,1
61,0.678049,1,5,0
61,0.67946,1,2,1
61,0.679055,1,0,1
49,0.265841,1,4,0
49,0.101652,1,4,0
49,0.101204,1,5,1
49,0.265837,1,4,0
49,0.101652,1,5,1
49,0.2665,1,5,1
49,0.478683,1,5,1
48,0.011616,1,8,0
48,0.004924,1,4,0
48,0.002656,1,8,0
48,0.001892,1,5,0
48,0.001635,1,6,0
48,0.001549,1,7,0
48,0.00152,1,5,0
48,0.00151,1,7,0
48,0.001507,1,6,0
48,0.001506,1,8,0
48,0.001505,1,5,0
48,0.001505,1,4,0
48,0.001505,1,6,0
48,0.001505,1,6,0
48,0.001505,1,8,0
48,0.001505,1,6,0
48,0.001505,1,8,0
48,0.001505,1,4,0
48,0.001505,1,6,0
2,0.127767,0,4,0
2,0.029766,0,5,0
2,0.007165,0,4,0
2,0.002457,0,7,0
2,0.001498,0,7,0
2,0.001303,0,4,0
2,0.001264,0,5,0
2,0.001256,0,4,0
2,0.001254,0,3,0
2,0.001254,0,3,0
2,0.001254,0,4,0
8,0.506631,0,2,0
8,0.408985,0,4,1
8,0.441508,0,4,0
8,0.347669,0,2,1
8,0.378527,0,6,1
8,0.410352,0,5,0
8,0.319404,0,5,1
8,0.349147,0,2,1
8,0.380058,0,2,1
8,0.411923,2,3,1
8,0.444501,2,2,1
8,0.477524,2,6,1
8,0.51071,2,1,1
8,0.543773,2,2,0
8,0.445381,2,3,0
8,0.35123,2,4,0
8,0.267561,2,4,0
31,0.602689,2,7,0
31,0.379898,2,2,1
31,0.494699,2,2,1
31,0.609972,2,3,1
31,0.714093,2,2,1
31,0.799529,2,2,1
31,0.864276,2,1,1
31,0.910448,2,7,0
31,0.803934,2,5,0
31,0.623251,2,6,1
31,0.725419,2,6,0
31,0.51603,2,4,0
31,0.301149,2,3,1
31,0.407907,2,6,0
31,0.218006,2,5,0
31,0.101857,2,6,0
31,0.044642,2,5,0
31,0.019456,2,3,0
31,0.008921,2,3,0
31,0.004609,2,5,0
33,0.812149,0,2,1
33,0.890184,0,2,1
33,0.93789,0,3,1
34,0.789386,0,1,1
34,0.875659,0,3,1
34,0.929246,0,2,1
34,0.960624,0,3,1
34,0.978364,0,2,1
34,0.988197,0,2,1
2,0.417943,0,7,0
2,0.127767,0,6,1
2,0.208932,0,6,0
2,0.051694,0,4,0
2,0.011902,0,5,1
2,0.022136,0,6,0
2,0.005556,0,7,1
2,0.010917,0,4,1
2,0.020401,0,9,0
2,0.005193,0,6,0
2,0.002054,0,4,0
2,0.001416,2,5,0
2,0.001287,2,6,1
2,0.003304,2,6,0
2,0.00167,2,8,1
2,0.003989,2,6,1
2,0.008129,2,7,0
2,0.002654,2,7,1
2,0.005748,2,4,1
2,0.011258,2,5,1
31,0.602689,2,2,0
31,0.379898,2,7,1
31,0.494699,2,4,0
31,0.28354,2,2,1
31,0.387548,2,6,0
31,0.203913,2,5,0
31,0.094433,2,2,1
31,0.14345,2,4,1
31,0.21158,2,7,0
31,0.098454,2,1,1
31,0.149181,2,5,1
31,0.219306,2,3,1
31,0.310083,2,4,1
31,0.418099,2,6,1
31,0.534457,2,3,1
31,0.647107,2,1,1
31,0.745441,2,2,1
31,0.823815,2,1,1
31,0.881875,2,5,0
31,0.750697,2,0,1
31,0.827826,2,2,1
31,0.884748,2,1,1
31,0.924563,2,2,1
31,0.951378,2,5,0
31,0.88752,2,6,1
31,0.926456,2,5,1
31,0.952633,2,6,1
31,0.969795,2,6,1
31,0.980864,2,2,1
31,0.987927,2,1,1
31,0.992403,2,3,0
31,0.981369,1,3,0
31,0.955034,1,1,1
31,0.971353,1,2,0
31,0.931847,1,3,1
31,0.956195,1,6,1
31,0.972104,1,1,1
31,0.982342,1,3,1
31,0.988866,1,5,1
31,0.992996,1,3,1
31,0.995601,1,4,0
31,0.989162,1,5,0
31,0.973545,1,6,0
31,0.936865,1,4,1
31,0.959498,1,7,0
31,0.905241,1,4,0
31,0.793937,1,4,1
31,0.860174,1,6,0
31,0.712763,1,7,1
31,0.798484,1,4,0
52,0.423592,1,4,0
52,0.424982,2,2,1
52,0.424337,2,4,1
52,0.423693,2,6,0
52,0.425083,2,7,0
52,0.426472,2,6,0
52,0.42786,2,5,0
52,0.429247,2,5,0
49,0.385714,2,5,0
49,0.10213,2,4,0
49,0.101205,2,5,0
49,0.101203,2,5,0
49,0.101203,2,5,1
49,0.265836,2,4,0
49,0.101652,2,5,1
49,0.2665,2,4,1
49,0.478683,2,4,1
48,0.234637,2,6,0
48,0.094183,2,7,0
48,0.03468,2,8,0
48,0.0129,2,7,0
48,0.005362,2,8,0
61,0.678049,2,7,0
61,0.67946,2,1,0
61,0.680868,2,7,0
61,0.682271,2,10,0
61,0.683671,2,2,1
61,0.683266,2,2,1
52,0.430634,2,6,0
48,0.002804,2,7,0
61,0.682862,2,0,1
48,0.001942,2,5,0
48,0.001652,2,6,0
48,0.001554,2,6,0
48,0.001522,2,6,0
48,0.001511,2,8,0
48,0.001507,2,7,0
48,0.001506,2,6,0
48,0.001505,2,5,0
48,0.001505,2,8,0
48,0.001505,2,5,0
48,0.001505,2,5,0
48,0.001505,2,5,0
48,0.001505,2,7,0
48,0.001505,2,7,0
48,0.001505,2,7,0
33,0.106102,0,1,0
33,0.101267,0,3,0
33,0.101254,0,1,0
33,0.101254,0,2,1
33,0.2428,0,0,1
34,0.789386,0,3,0
34,0.109366,0,5,1
34,0.253394,0,3,1
34,0.425247,0,3,1
34,0.596833,0,1,0
34,0.104323,0,5,0
34,0.101262,0,3,0
33,0.413569,0,1,1
33,0.586144,0,2,1
34,0.101254,0,9,0
34,0.101254,0,2,0
34,0.101254,0,3,0
34,0.101254,0,3,0
34,0.101254,0,0,1
34,0.2428,0,5,1
34,0.413569,2,1,1
2,0.417943,2,4,0
2,0.127767,2,8,0
2,0.029766,2,6,1
2,0.053127,2,4,1
2,0.092379,2,5,1
31,0.602689,2,1,0
31,0.379898,2,4,1
31,0.494699,2,1,1
31,0.609972,2,1,1
31,0.714093,2,7,0
31,0.50201,2,5,0
31,0.289503,2,4,1
31,0.394483,2,4,1
31,0.510051,2,6,0
31,0.296148,2,8,0
31,0.145776,2,6,1
31,0.21472,2,3,0
31,0.100113,2,7,0
31,0.043848,2,1,1
31,0.069083,2,1,0
31,0.029995,2,5,0
31,0.01329,2,6,1
31,0.022008,2,2,1
31,0.035611,2,3,1
31,0.056559,2,7,0
31,0.024555,2,3,1
31,0.039559,2,5,0
31,0.017304,2,5,1
31,0.028288,2,4,1
31,0.045322,2,4,0
31,0.019745,2,6,1
31,0.032093,2,4,1
31,0.051174,2,5,1
31,0.080122,2,6,1
31,0.122845,2,2,1
31,0.183392,2,1,1
31,0.264445,2,2,0
31,0.127371,2,3,1
31,0.189637,2,1,1
31,0.272508,2,2,1
31,0.374606,2,3,1
31,0.489075,2,1,1
31,0.604608,2,1,1
31,0.709482,2,3,0
31,0.496396,2,2,1
31,0.611584,2,2,0
31,0.388707,2,1,1
31,0.503998,2,1,1
31,0.618778,2,4,0
31,0.39594,2,5,1
31,0.511573,2,1,1
31,0.625897,2,5,0
31,0.403197,2,5,0
31,0.214705,2,5,1
31,0.304333,2,3,1
31,0.41155,2,2,1
31,0.527744,2,1,1
31,0.640931,2,1,1
31,0.740297,2,8,0
31,0.534964,2,5,1
31,0.647572,2,6,1
31,0.745827,2,7,1
31,0.824111,2,7,0
31,0.654002,2,1,1
31,0.751152,2,5,0
31,0.549162,2,5,1
31,0.660507,2,4,0
31,0.439924,2,1,1
31,0.556528,2,5,1
31,0.667154,2,5,1
52,0.423592,2,2,1
52,0.42295,2,4,0
31,0.761951,2,1,1
31,0.836356,2,8,0
31,0.673387,2,7,0
31,0.45424,2,5,1
31,0.570761,2,5,1
31,0.679872,2,3,1
52,0.42434,2,7,0
52,0.425729,2,7,0
52,0.427118,2,7,0
52,0.428506,2,3,0
49,0.385714,2,5,0
49,0.10213,2,4,0
49,0.101205,2,4,0
49,0.101203,2,5,1
49,0.265836,2,4,0
49,0.101652,2,4,1
49,0.2665,2,4,1
49,0.478683,2,4,1
48,0.234637,2,8,0
48,0.094183,2,8,0
48,0.03468,2,6,0
48,0.0129,2,6,0
48,0.005362,2,8,1
61,0.678049,2,2,0
61,0.67946,2,4,0
61,0.680868,2,7,0
61,0.682271,2,4,0
61,0.683671,2,10,0
61,0.685066,2,2,0
61,0.686458,2,9,0
31,0.77228,2,6,0
31,0.577779,2,5,1
31,0.686084,2,6,1
31,0.777286,2,5,1
31,0.847852,2,6,1
31,0.89896,2,2,1
52,0.429893,2,8,0
52,0.431279,2,5,0
52,0.432665,2,5,0
52,0.43405,2,5,0
52,0.435434,2,7,0
52,0.436817,2,6,0
52,0.4382,2,5,1
52,0.437532,2,6,0
48,0.011616,2,5,0
48,0.004924,2,7,0
48,0.002656,2,6,1
48,0.006273,2,4,0
48,0.003112,2,4,1
48,0.007175,2,5,1
48,0.015181,2,7,1
61,0.687845,2,3,1
61,0.687442,2,2,1
61,0.687039,2,0,1
52,0.438914,2,8,1
52,0.438246,2,6,1
52,0.437578,2,8,0
52,0.43896,2,6,1
52,0.438292,2,6,1
52,0.437624,2,6,0
52,0.439006,2,5,1
52,0.438337,2,6,1
52,0.43767,2,5,1
33,0.812149,0,0,1
33,0.890184,0,0,1
33,0.93789,0,2,0
33,0.133783,0,0,1
33,0.284647,0,2,0
33,0.101896,0,5,0
34,0.789386,0,5,0
33,0.101256,0,0,1
34,0.109366,0,2,0
34,0.101277,0,4,1
34,0.24283,0,10,0
34,0.101722,0,0,1
34,0.243414,0,2,1
34,0.41425,0,1,0
34,0.102591,0,2,1
34,0.244553,0,0,1
34,0.415511,0,4,1
2,0.417943,0,4,1
2,0.563463,0,6,0
2,0.207932,0,7,1
2,0.320901,2,4,1
2,0.459395,2,7,1
34,0.587931,2,1,1
34,0.733364,2,4,1
31,0.602689,2,1,1
31,0.707827,2,2,1
31,0.794598,2,4,1
31,0.86066,2,6,0
31,0.71359,2,4,0
31,0.501395,2,7,0
31,0.288998,2,7,0
31,0.141551,2,6,0
31,0.06322,2,6,0
31,0.027438,2,6,0
31,0.012225,2,2,1
31,0.020337,2,4,0
31,0.009284,2,1,1
31,0.01571,2,1,1
31,0.025798,2,4,0
31,0.011544,2,3,1
31,0.019266,2,4,0
31,0.008843,2,6,0
31,0.004577,2,1,1
31,0.008273,2,3,1
31,0.014116,2,2,1
31,0.023303,2,6,0
31,0.010509,2,8,0
31,0.005256,2,1,1
31,0.009347,2,5,0
31,0.004783,2,4,0
31,0.00293,2,5,0
31,0.002181,2,5,0
31,0.001879,2,5,0
31,0.001757,2,6,0
31,0.001708,2,5,0
31,0.001688,2,5,1
31,0.003686,2,1,1
31,0.006861,2,3,1
31,0.011886,2,1,1
31,0.019804,2,7,0
31,0.009064,2,6,0
31,0.004667,2,3,0
31,0.002883,2,5,0
31,0.002162,2,6,0
31,0.001871,2,1,1
31,0.003978,2,4,0
31,0.002605,2,3,1
31,0.005143,2,4,0
31,0.003076,2,5,0
31,0.00224,2,4,0
31,0.001903,2,5,1
31,0.004028,2,2,1
31,0.007402,2,5,1
31,0.012741,2,5,0
31,0.006166,2,3,1
31,0.010788,2,6,0
31,0.005369,2,5,0
31,0.003168,2,3,1
31,0.006037,2,4,1
31,0.010584,2,3,0
31,0.005286,2,6,0
31,0.003134,2,5,0
31,0.002263,2,4,0
31,0.001912,2,8,0
31,0.00177,2,2,1
31,0.003817,2,1,1
31,0.007068,2,6,0
31,0.003856,2,5,0
52,0.423592,2,2,0
52,0.424982,2,6,0
52,0.426371,2,6,0
52,0.427759,2,2,0
52,0.429147,2,4,0
49,0.385714,2,5,0
49,0.10213,2,5,0
49,0.101205,2,5,0
49,0.101203,2,5,1
49,0.265836,2,5,1
49,0.477938,2,4,1
48,0.234637,2,7,0
48,0.094183,2,3,0
48,0.03468,2,7,0
48,0.0129,2,8,0
48,0.005362,2,8,0
31,0.002555,2,2,1
31,0.005065,2,3,0
31,0.003044,2,6,0
31,0.002227,2,5,1
31,0.004544,2,2,1
52,0.430534,2,6,0
48,0.002804,2,8,0
48,0.001942,2,5,0
48,0.001652,2,4,0
48,0.001554,2,6,0
48,0.001522,2,7,0
48,0.001511,2,6,0
48,0.001507,2,6,0
48,0.001506,2,6,0
31,0.00822,2,5,0
31,0.004324,2,2,1
31,0.007871,2,6,0
31,0.004182,2,2,1
31,0.007647,2,6,0
52,0.43192,2,4,0
52,0.433305,2,4,0
52,0.43469,2,3,0
52,0.436074,2,3,0
31,0.004091,2,2,0
31,0.00265,2,4,0
31,0.002068,2,4,0
31,0.001833,2,6,0
31,0.001739,2,4,0
2,0.127767,0,4,0
2,0.029766,0,7,1
2,0.053127,0,4,0
2,0.012218,0,5,1
2,0.022691,0,4,1
2,0.040956,0,6,1
2,0.072105,0,5,1
2,0.123254,0,3,1
2,0.202243,0,3,0
2,0.049759,0,5,0
2,0.011477,0,6,1
31,0.602689,0,5,0
31,0.379898,0,5,0
31,0.198732,0,5,0
31,0.091739,0,7,1
31,0.139598,0,5,1
31,0.206358,0,6,0
31,0.095711,0,3,0
31,0.041849,0,4,1
31,0.066055,0,4,1
31,0.102262,2,6,1
31,0.154583,2,2,1
31,0.226545,2,2,1
31,0.319075,2,2,1
31,0.428265,2,2,0
31,0.232557,2,5,0
31,0.109675,2,1,1
31,0.165035,2,3,0
31,0.074671,2,3,0
31,0.03245,2,6,1
31,0.051721,2,2,1
97,0.869944,0,2,1
42,0.439223,0,5,0
42,0.345572,0,7,1
42,0.376356,0,5,0
42,0.289313,0,3,0
42,0.215648,0,4,1
42,0.239364,0,5,1
42,0.264729,0,5,1
34,0.789386,0,1,0
34,0.109366,0,3,0
34,0.101277,0,2,0
34,0.101254,0,4,0
34,0.101254,0,3,1
39,0.552876,0,5,0
39,0.103777,0,4,0
39,0.101261,0,3,1
39,0.242809,0,4,0
39,0.101722,0,3,1
39,0.243414,0,3,0
39,0.101724,0,3,1
43,0.521959,2,4,0
43,0.103453,2,6,0
43,0.10126,2,7,1
43,0.242808,2,5,0
43,0.101722,2,6,0
43,0.101255,2,4,0
43,0.101254,2,6,0
34,0.2428,2,2,1
34,0.413569,2,0,1
39,0.243417,2,4,1
39,0.414253,2,3,1
43,0.101254,2,3,1
43,0.2428,2,5,1
43,0.413569,2,2,1
31,0.602689,2,2,0
31,0.379898,2,3,1
31,0.494699,2,1,1
